 ,Area,Mean,Min,Max
1358,488,255,255,255
1359,352,255,255,255
1360,330,255,255,255
1361,379,255,255,255
1362,421,255,255,255
1363,396,255,255,255
1364,370,255,255,255
1365,500,255,255,255
1366,429,255,255,255
1367,364,255,255,255
1368,384,255,255,255
1369,394,255,255,255
1370,343,255,255,255
1371,400,255,255,255
1372,373,255,255,255
1373,311,255,255,255
1374,382,255,255,255
1375,406,255,255,255
1376,477,255,255,255
1377,387,255,255,255
1378,379,255,255,255
1379,436,255,255,255
1380,408,255,255,255
1381,398,255,255,255
1382,326,255,255,255
1383,377,255,255,255
1384,450,255,255,255
1385,267,255,255,255
1386,321,255,255,255
1387,396,255,255,255
1388,394,255,255,255
1389,439,255,255,255
1390,357,255,255,255
1391,398,255,255,255
1392,431,255,255,255
1393,419,255,255,255
1394,377,255,255,255
1395,361,255,255,255
1396,394,255,255,255
1397,280,255,255,255
1398,245,255,255,255
1399,406,255,255,255
1400,237,255,255,255
1401,367,255,255,255
1402,385,255,255,255
1403,382,255,255,255
1404,413,255,255,255
1405,362,255,255,255
1406,330,255,255,255
1407,292,255,255,255
1408,380,255,255,255
1409,376,255,255,255
1410,410,255,255,255
1411,471,255,255,255
1412,252,255,255,255
1413,483,255,255,255
1414,421,255,255,255
1415,303,255,255,255
1416,338,255,255,255
1417,291,255,255,255
